,Inputs,,,,,,,,,,,,,,Outputs,,,,,,
952,2,45,60,2,33.5,120,0.01,60,198.5,3,20,238.5,'***','***',0,0,0,57.6401,258.5,2.47E-09,4.87E-11
953,2,45,60,2,33.5,120,0.01,60,198.5,3,40,218.5,'***','***',0,10.9682563407871,0.190983690574465,57.6401,258.5,2.47E-09,3.90E-11
954,2,45,60,2,33.5,120,0.01,60,198.5,3,60,198.5,'***','***',0,0,0,57.6401,258.5,2.47E-09,4.69E-14
955,2,45,60,2,33.5,120,0.01,60,198.5,3,80,178.5,'***','***',0,0,0,57.6401,258.5,2.47E-09,4.69E-14
956,2,45,60,2,33.5,120,0.01,60,198.5,4,1,257.5,'***','***',0,0,0,58.5223,258.5,2.47E-09,7.70E-11
957,2,45,60,2,33.5,120,0.01,60,198.5,4,20,238.5,'***','***',0,9.54133581153673,0.315190254817462,58.5223,258.5,2.47E-09,7.65E-11
958,2,45,60,2,33.5,120,0.01,60,198.5,4,40,218.5,'***','***',0,9.72847758922489,0.281472615124287,58.5223,258.5,2.47E-09,6.65E-11
959,2,45,60,2,33.5,120,0.01,60,198.5,4,60,198.5,'***','***',0,54.7092742413065,0.5828210576541,58.5223,258.5,2.47E-09,1.21E-11
960,2,45,60,2,33.5,120,0.01,60,198.5,4,80,178.5,'***','***',0,0,0,58.5223,258.5,2.47E-09,4.69E-14
961,2,45,60,2,33.5,120,0.01,80,178.5,2,1,257.5,'***','***',0,0,0,56.7588,258.5,2.47E-09,2.26E-11
962,2,45,60,2,33.5,120,0.01,80,178.5,2,20,238.5,'***','***',0,0,0,56.7588,258.5,2.47E-09,2.21E-11
963,2,45,60,2,33.5,120,0.01,80,178.5,2,40,218.5,'***','***',0,30.8807238021735,0.226814944802904,56.7588,258.5,2.47E-09,1.27E-11
964,2,45,60,2,33.5,120,0.01,80,178.5,2,60,198.5,'***','***',0,54.0720428584706,0.22749233288261,56.7588,258.5,2.47E-09,4.80E-12
965,2,45,60,2,33.5,120,0.01,80,178.5,2,80,178.5,'***','***',0,0,0,56.7588,258.5,2.47E-09,4.69E-14
966,2,45,60,2,33.5,120,0.01,80,178.5,3,1,257.5,'***','***',0,0,0,57.641,258.5,2.47E-09,4.93E-11
967,2,45,60,2,33.5,120,0.01,80,178.5,3,20,238.5,'***','***',0,0,0,57.641,258.5,2.47E-09,4.87E-11
968,2,45,60,2,33.5,120,0.01,80,178.5,3,40,218.5,'***','***',0,8.97054369548098,0.152829211994378,57.641,258.5,2.47E-09,3.90E-11
969,2,45,60,2,33.5,120,0.01,80,178.5,3,60,198.5,'***','***',0,47.9806132570148,1.15556638335306,57.641,258.5,2.47E-09,3.18E-11
970,2,45,60,2,33.5,120,0.01,80,178.5,3,80,178.5,'***','***',0,0,0,57.641,258.5,2.47E-09,4.69E-14
971,2,45,60,2,33.5,120,0.01,80,178.5,4,1,257.5,'***','***',0,0,0,58.5231,258.5,2.47E-09,7.70E-11
972,2,45,60,2,33.5,120,0.01,80,178.5,4,20,238.5,'***','***',0,7.78085089229122,0.252286329303996,58.5231,258.5,2.47E-09,7.65E-11
973,2,45,60,2,33.5,120,0.01,80,178.5,4,40,218.5,'***','***',0,7.93645313837421,0.225281454169058,58.5231,258.5,2.47E-09,6.65E-11
974,2,45,60,2,33.5,120,0.01,80,178.5,4,60,198.5,'***','***',0,8.84693518671115,0.226867737530579,58.5231,258.5,2.47E-09,5.94E-11
975,2,45,60,2,33.5,120,0.01,80,178.5,4,80,178.5,'***','***',0,23.4875239165088,0.228233923991108,58.5231,258.5,2.47E-09,1.86E-11
976,2,45,60,2,33.5,120,0.05,1,257.5,2,1,257.5,'***','***',0,0,0,56.7212,258.5,2.47E-09,4.14E-11
977,2,45,60,2,33.5,120,0.05,1,257.5,2,20,238.5,'***','***',0,13.7674762890594,0.255665938249444,56.7212,258.5,2.47E-09,4.04E-11
978,2,45,60,2,33.5,120,0.05,1,257.5,2,40,218.5,'***','***',0,19.7449701990453,0.167372308328899,56.7212,258.5,2.47E-09,1.70E-11
979,2,45,60,2,33.5,120,0.05,1,257.5,2,60,198.5,'***','***',0,0,0,56.7212,258.5,2.47E-09,1.58E-11
980,2,45,60,2,33.5,120,0.05,1,257.5,2,80,178.5,'***','***',0,0,0,56.7212,258.5,2.47E-09,1.58E-11
981,2,45,60,2,33.5,120,0.05,1,257.5,3,1,257.5,'***','***',0,12.1104752131472,0.369824020093623,57.6033,258.5,2.47E-09,6.85E-11
982,2,45,60,2,33.5,120,0.05,1,257.5,3,20,238.5,'***','***',0,6.67799986049175,0.18848727264429,57.6033,258.5,2.47E-09,6.71E-11
983,2,45,60,2,33.5,120,0.05,1,257.5,3,40,218.5,'***','***',0,31.1950523773333,0.781437305180284,57.6033,258.5,2.47E-09,4.37E-11
984,2,45,60,2,33.5,120,0.05,1,257.5,3,60,198.5,'***','***',0,0,0,57.6033,258.5,2.47E-09,1.58E-11
985,2,45,60,2,33.5,120,0.05,1,257.5,3,80,178.5,'***','***',0,0,0,57.6033,258.5,2.47E-09,1.58E-11
986,2,45,60,2,33.5,120,0.05,1,257.5,4,1,257.5,'***','***',0,29.6130594758326,1.55897590123618,58.4855,258.5,2.47E-09,9.68E-11
987,2,45,60,2,33.5,120,0.05,1,257.5,4,20,238.5,'***','***',0,15.4720800841642,0.672276923136194,58.4855,258.5,2.47E-09,9.50E-11
988,2,45,60,2,33.5,120,0.05,1,257.5,4,40,218.5,'***','***',0,8.49739835978337,0.258614565884444,58.4855,258.5,2.47E-09,7.11E-11
989,2,45,60,2,33.5,120,0.05,1,257.5,4,60,198.5,'***','***',0,19.1954779980711,0.174360351744289,58.4855,258.5,2.47E-09,1.83E-11
990,2,45,60,2,33.5,120,0.05,1,257.5,4,80,178.5,'***','***',0,0,0,58.4855,258.5,2.47E-09,1.58E-11
991,2,45,60,2,33.5,120,0.05,20,238.5,2,1,257.5,'***','***',0,0,0,56.7212,258.5,2.47E-09,2.87E-11
992,2,45,60,2,33.5,120,0.05,20,238.5,2,20,238.5,'***','***',0,0,0,56.7212,258.5,2.47E-09,2.72E-11
993,2,45,60,2,33.5,120,0.05,20,238.5,2,40,218.5,'***','***',0,0,0,56.7212,258.5,2.47E-09,4.31E-12
994,2,45,60,2,33.5,120,0.05,20,238.5,2,60,198.5,'***','***',0,0,0,56.7212,258.5,2.47E-09,4.31E-12
995,2,45,60,2,33.5,120,0.05,20,238.5,2,80,178.5,'***','***',0,0,0,56.7212,258.5,2.47E-09,4.31E-12
996,2,45,60,2,33.5,120,0.05,20,238.5,3,1,257.5,'***','***',0,0,0,57.6033,258.5,2.47E-09,5.48E-11
997,2,45,60,2,33.5,120,0.05,20,238.5,3,20,238.5,'***','***',0,4.31647679852655,0.094726940956175,57.6033,258.5,2.47E-09,5.31E-11
998,2,45,60,2,33.5,120,0.05,20,238.5,3,40,218.5,'***','***',0,16.606551552668,0.098208321273012,57.6033,258.5,2.47E-09,1.23E-11
999,2,45,60,2,33.5,120,0.05,20,238.5,3,60,198.5,'***','***',0,0,0,57.6033,258.5,2.47E-09,4.31E-12
1000,2,45,60,2,33.5,120,0.05,20,238.5,3,80,178.5,'***','***',0,0,0,57.6033,258.5,2.47E-09,4.31E-12
1001,2,45,60,2,33.5,120,0.05,20,238.5,4,1,257.5,'***','***',0,10.722098993035,0.385332155612012,58.4855,258.5,2.47E-09,8.23E-11
1002,2,45,60,2,33.5,120,0.05,20,238.5,4,20,238.5,'***','***',0,12.532593554075,0.449732798471202,58.4855,258.5,2.47E-09,8.05E-11
1003,2,45,60,2,33.5,120,0.05,20,238.5,4,40,218.5,'***','***',0,46.9019925558519,1.37368124226169,58.4855,258.5,2.47E-09,3.96E-11
1004,2,45,60,2,33.5,120,0.05,20,238.5,4,60,198.5,'***','***',0,0,0,58.4855,258.5,2.47E-09,4.31E-12
1005,2,45,60,2,33.5,120,0.05,20,238.5,4,80,178.5,'***','***',0,0,0,58.4855,258.5,2.47E-09,4.31E-12
1006,2,45,60,2,33.5,120,0.05,40,218.5,2,1,257.5,'***','***',0,0,0,56.7213,258.5,2.47E-09,2.26E-11
1007,2,45,60,2,33.5,120,0.05,40,218.5,2,20,238.5,'***','***',0,0,0,56.7213,258.5,2.47E-09,2.21E-11
1008,2,45,60,2,33.5,120,0.05,40,218.5,2,40,218.5,'***','***',0,0,0,56.7213,258.5,2.47E-09,4.69E-14
1009,2,45,60,2,33.5,120,0.05,40,218.5,2,60,198.5,'***','***',0,0,0,56.7213,258.5,2.47E-09,4.69E-14
1010,2,45,60,2,33.5,120,0.05,40,218.5,2,80,178.5,'***','***',0,0,0,56.7213,258.5,2.47E-09,4.69E-14
1011,2,45,60,2,33.5,120,0.05,40,218.5,3,1,257.5,'***','***',0,0,0,57.6034,258.5,2.47E-09,4.93E-11
1012,2,45,60,2,33.5,120,0.05,40,218.5,3,20,238.5,'***','***',0,0,0,57.6034,258.5,2.47E-09,4.87E-11
1013,2,45,60,2,33.5,120,0.05,40,218.5,3,40,218.5,'***','***',0,50.1079964946096,0.569232478098819,57.6034,258.5,2.47E-09,1.42E-11
1014,2,45,60,2,33.5,120,0.05,40,218.5,3,60,198.5,'***','***',0,0,0,57.6034,258.5,2.47E-09,4.69E-14
1015,2,45,60,2,33.5,120,0.05,40,218.5,3,80,178.5,'***','***',0,0,0,57.6034,258.5,2.47E-09,4.69E-14
1016,2,45,60,2,33.5,120,0.05,40,218.5,4,1,257.5,'***','***',0,11.7631843935629,0.400969961624335,58.4855,258.5,2.47E-09,7.70E-11
1017,2,45,60,2,33.5,120,0.05,40,218.5,4,20,238.5,'***','***',0,11.8518226119658,0.401429879622261,58.4855,258.5,2.47E-09,7.65E-11
1018,2,45,60,2,33.5,120,0.05,40,218.5,4,40,218.5,'***','***',0,10.6584139195751,0.1798883822701,58.4855,258.5,2.47E-09,3.79E-11
1019,2,45,60,2,33.5,120,0.05,40,218.5,4,60,198.5,'***','***',0,0,0,58.4855,258.5,2.47E-09,4.69E-14
1020,2,45,60,2,33.5,120,0.05,40,218.5,4,80,178.5,'***','***',0,0,0,58.4855,258.5,2.47E-09,4.69E-14
1021,2,45,60,2,33.5,120,0.05,60,198.5,2,1,257.5,'***','***',1.59577300382211,18.4962637642718,1.77998938587244,56.7214,258.5,2.47E-09,2.26E-11
1022,2,45,60,2,33.5,120,0.05,60,198.5,2,20,238.5,'***','***',1.59577300382211,58.4278331331987,2.7711303431302,56.7214,258.5,2.47E-09,2.21E-11
1023,2,45,60,2,33.5,120,0.05,60,198.5,2,40,218.5,'***','***',1.59577300382211,25.7991194516653,1.75882624713396,56.7214,258.5,2.47E-09,1.27E-11
1024,2,45,60,2,33.5,120,0.05,60,198.5,2,60,198.5,'***','***',1.59577300382211,0,1.59574320441766,56.7214,258.5,2.47E-09,4.69E-14
1025,2,45,60,2,33.5,120,0.05,60,198.5,2,80,178.5,'***','***',1.5957730123028,0,1.59574321289819,56.7214,258.5,2.47E-09,4.69E-14
1026,2,45,60,2,33.5,120,0.05,60,198.5,3,1,257.5,'***','***',1.59577300382211,55.3730003258676,3.85825248443641,57.6036,258.5,2.47E-09,4.93E-11
1027,2,45,60,2,33.5,120,0.05,60,198.5,3,20,238.5,'***','***',1.59577300382211,39.9314619320024,2.79410832262414,57.6036,258.5,2.47E-09,4.87E-11
1028,2,45,60,2,33.5,120,0.05,60,198.5,3,40,218.5,'***','***',1.59577300382211,7.12287686114848,1.68664606874528,57.6036,258.5,2.47E-09,3.90E-11
1029,2,45,60,2,33.5,120,0.05,60,198.5,3,60,198.5,'***','***',1.59577300382211,0,1.59574320441766,57.6036,258.5,2.47E-09,4.69E-14
1030,2,45,60,2,33.5,120,0.05,60,198.5,3,80,178.5,'***','***',1.5957730123028,0,1.59574321289819,57.6036,258.5,2.47E-09,4.69E-14
1031,2,45,60,2,33.5,120,0.05,60,198.5,4,1,257.5,'***','***',1.59577300382211,64.5954608220388,6.6139185712385,58.4857,258.5,2.47E-09,7.70E-11
1032,2,45,60,2,33.5,120,0.05,60,198.5,4,20,238.5,'***','***',1.59577300382211,25.8054966553016,2.54898446425631,58.4857,258.5,2.47E-09,7.65E-11
1033,2,45,60,2,33.5,120,0.05,60,198.5,4,40,218.5,'***','***',1.59577300382211,6.28706166907541,1.72462865528233,58.4857,258.5,2.47E-09,6.65E-11
1034,2,45,60,2,33.5,120,0.05,60,198.5,4,60,198.5,'***','***',1.59577300382211,49.236170637139,2.10942177532265,58.4857,258.5,2.47E-09,1.39E-11
1035,2,45,60,2,33.5,120,0.05,60,198.5,4,80,178.5,'***','***',1.59577330560942,0,1.59574350619943,58.4857,258.5,2.47E-09,4.69E-14
1036,2,45,60,2,33.5,120,0.05,80,178.5,2,1,257.5,'***','***',55.4825500375281,47.1708826886395,55.4191090380241,56.7218,258.5,2.47E-09,2.26E-11
1037,2,45,60,2,33.5,120,0.05,80,178.5,2,20,238.5,'***','***',55.4825500375281,68.8718686172145,55.6512328853972,56.7218,258.5,2.47E-09,2.21E-11
1038,2,45,60,2,33.5,120,0.05,80,178.5,2,40,218.5,'***','***',55.4825500375281,52.4543317468109,55.468118360217,56.7218,258.5,2.47E-09,1.27E-11
1039,2,45,60,2,33.5,120,0.05,80,178.5,2,60,198.5,'***','***',55.4825500375281,79.920104488345,55.5872301980737,56.7218,258.5,2.47E-09,4.80E-12
1040,2,45,60,2,33.5,120,0.05,80,178.5,2,80,178.5,'***','***',55.4825500375281,0,55.4820813171334,56.7218,258.5,2.47E-09,4.69E-14
1041,2,45,60,2,33.5,120,0.05,80,178.5,3,1,257.5,'***','***',55.4825500375281,78.4320796770903,56.3887743938446,57.6039,258.5,2.47E-09,4.93E-11
1042,2,45,60,2,33.5,120,0.05,80,178.5,3,20,238.5,'***','***',55.4825500375281,38.2416895254211,55.2411865023353,57.6039,258.5,2.47E-09,4.87E-11
1043,2,45,60,2,33.5,120,0.05,80,178.5,3,40,218.5,'***','***',55.4825500375281,6.66731074539356,55.1179403404741,57.6039,258.5,2.47E-09,3.90E-11
1044,2,45,60,2,33.5,120,0.05,80,178.5,3,60,198.5,'***','***',55.4825500375281,62.0000234105777,55.5791162608118,57.6039,258.5,2.47E-09,3.18E-11
1045,2,45,60,2,33.5,120,0.05,80,178.5,3,80,178.5,'***','***',55.4825500375281,0,55.4820813171334,57.6039,258.5,2.47E-09,4.69E-14
1046,2,45,60,2,33.5,120,0.05,80,178.5,4,1,257.5,'***','***',55.4825500375281,68.6724562797438,56.0414579973119,58.4861,258.5,2.47E-09,7.70E-11
1047,2,45,60,2,33.5,120,0.05,80,178.5,4,20,238.5,'***','***',55.4825500375281,59.9640513760026,55.631429102817,58.4861,258.5,2.47E-09,7.65E-11
1048,2,45,60,2,33.5,120,0.05,80,178.5,4,40,218.5,'***','***',55.4825500375281,5.88157436500161,54.8594633695325,58.4861,258.5,2.47E-09,6.65E-11
1049,2,45,60,2,33.5,120,0.05,80,178.5,4,60,198.5,'***','***',55.4825500375281,6.57314743519879,54.9297756358252,58.4861,258.5,2.47E-09,5.94E-11
1050,2,45,60,2,33.5,120,0.05,80,178.5,4,80,178.5,'***','***',55.4825500375281,57.5121233385584,55.4996458051636,58.4861,258.5,2.47E-09,2.01E-11
1051,2,45,60,2,33.5,120,0.1,1,257.5,2,1,257.5,'***','***',80.1165016880036,93.0365074784664,80.7171864238029,56.677,258.5,2.47E-09,4.22E-11
1052,2,45,60,2,33.5,120,0.1,1,257.5,2,20,238.5,'***','***',80.1165016880036,95.9166100359167,81.3082367523341,56.677,258.5,2.47E-09,4.14E-11
1053,2,45,60,2,33.5,120,0.1,1,257.5,2,40,218.5,'***','***',80.1165016880036,91.812749708129,80.401277818271,56.677,258.5,2.47E-09,2.54E-11
1054,2,45,60,2,33.5,120,0.1,1,257.5,2,60,198.5,'***','***',80.1165016880036,83.0168611505006,80.1386534254509,56.677,258.5,2.47E-09,1.63E-11
1055,2,45,60,2,33.5,120,0.1,1,257.5,2,80,178.5,'***','***',80.1165016880036,83.0168611505006,80.1386534254509,56.677,258.5,2.47E-09,1.63E-11
1056,2,45,60,2,33.5,120,0.1,1,257.5,3,1,257.5,'***','***',80.1165016880036,97.2828595157871,83.0468848409626,57.5592,258.5,2.47E-09,6.96E-11
1057,2,45,60,2,33.5,120,0.1,1,257.5,3,20,238.5,'***','***',80.1165016880036,96.4168935210406,82.2862605951964,57.5592,258.5,2.47E-09,6.85E-11
1058,2,45,60,2,33.5,120,0.1,1,257.5,3,40,218.5,'***','***',80.1165016880036,85.534048488642,80.2690271535929,57.5592,258.5,2.47E-09,5.21E-11
1059,2,45,60,2,33.5,120,0.1,1,257.5,3,60,198.5,'***','***',80.1165016880036,80.4107081839126,80.1190941531091,57.5592,258.5,2.47E-09,2.17E-11
1060,2,45,60,2,33.5,120,0.1,1,257.5,3,80,178.5,'***','***',80.1165016880036,83.25316326227,80.141592227692,57.5592,258.5,2.47E-09,1.68E-11
1061,2,45,60,2,33.5,120,0.1,1,257.5,4,1,257.5,'***','***',80.1165016880036,97.1706761270676,83.8293726020452,58.4413,258.5,2.47E-09,9.80E-11
1062,2,45,60,2,33.5,120,0.1,1,257.5,4,20,238.5,'***','***',80.1165016880036,97.5323331372555,84.2818556652959,58.4413,258.5,2.47E-09,9.65E-11
1063,2,45,60,2,33.5,120,0.1,1,257.5,4,40,218.5,'***','***',80.1165016880036,97.0945287610575,83.176193450811,58.4413,258.5,2.47E-09,7.95E-11
1064,2,45,60,2,33.5,120,0.1,1,257.5,4,60,198.5,'***','***',80.1165016880036,90.8288422474196,80.5618215781897,58.4413,258.5,2.47E-09,4.95E-11
1065,2,45,60,2,33.5,120,0.1,1,257.5,4,80,178.5,'***','***',80.1165016880036,86.3731274216833,80.2775427197275,58.4413,258.5,2.47E-09,4.48E-11
1066,2,45,60,2,33.5,120,0.1,20,238.5,2,1,257.5,'***','***',80.0246410656046,93.3161090024802,80.4803320241789,56.677,258.5,2.47E-09,2.94E-11
1067,2,45,60,2,33.5,120,0.1,20,238.5,2,20,238.5,'***','***',80.0246410656046,95.6586884067747,80.8050840227657,56.677,258.5,2.47E-09,2.83E-11
1068,2,45,60,2,33.5,120,0.1,20,238.5,2,40,218.5,'***','***',80.0246410656046,93.4340443322333,80.1003709881679,56.677,258.5,2.47E-09,4.62E-12
1069,2,45,60,2,33.5,120,0.1,20,238.5,2,60,198.5,'***','***',80.0246410656046,93.4340443322333,80.1003709881679,56.677,258.5,2.47E-09,4.62E-12
1070,2,45,60,2,33.5,120,0.1,20,238.5,2,80,178.5,'***','***',80.0246410656046,93.4340443322333,80.1003709881679,56.677,258.5,2.47E-09,4.62E-12
1071,2,45,60,2,33.5,120,0.1,20,238.5,3,1,257.5,'***','***',80.0246410656046,96.6018706659494,81.9663320433163,57.5592,258.5,2.47E-09,5.58E-11
1072,2,45,60,2,33.5,120,0.1,20,238.5,3,20,238.5,'***','***',80.0246410656046,96.2770666461729,81.7416255854768,57.5592,258.5,2.47E-09,5.45E-11
1073,2,45,60,2,33.5,120,0.1,20,238.5,3,40,218.5,'***','***',80.0246410656046,90.9500734376662,80.2633993419608,57.5592,258.5,2.47E-09,2.50E-11
1074,2,45,60,2,33.5,120,0.1,20,238.5,3,60,198.5,'***','***',80.0246410656046,93.4340443322333,80.1003709881679,57.5592,258.5,2.47E-09,4.62E-12
1075,2,45,60,2,33.5,120,0.1,20,238.5,3,80,178.5,'***','***',80.0246410656046,93.4340443322333,80.1003709881679,57.5592,258.5,2.47E-09,4.62E-12
1076,2,45,60,2,33.5,120,0.1,20,238.5,4,1,257.5,'***','***',80.0246410656046,96.6110754603935,82.7802213992739,58.4413,258.5,2.47E-09,8.36E-11
1077,2,45,60,2,33.5,120,0.1,20,238.5,4,20,238.5,'***','***',80.0246410656046,97.2386020644024,83.361330375323,58.4413,258.5,2.47E-09,8.22E-11
1078,2,45,60,2,33.5,120,0.1,20,238.5,4,40,218.5,'***','***',80.0246410656046,79.7466716277349,80.0189584899091,58.4413,258.5,2.47E-09,5.24E-11
1079,2,45,60,2,33.5,120,0.1,20,238.5,4,60,198.5,'***','***',80.0246410656046,95.3970070605161,80.3009665683106,58.4413,258.5,2.47E-09,1.04E-11
1080,2,45,60,2,33.5,120,0.1,20,238.5,4,80,178.5,'***','***',80.0246410656046,93.4340443322333,80.1003709881679,58.4413,258.5,2.47E-09,4.62E-12
1081,2,45,60,2,33.5,120,0.1,40,218.5,2,1,257.5,'***','***',80.2789417639598,90.6849509519569,80.4762156208247,56.677,258.5,2.47E-09,2.26E-11
1082,2,45,60,2,33.5,120,0.1,40,218.5,2,20,238.5,'***','***',80.2789417639598,88.9443262364161,80.4146846689868,56.677,258.5,2.47E-09,2.21E-11
1083,2,45,60,2,33.5,120,0.1,40,218.5,2,40,218.5,'***','***',80.2789417639598,0,80.278641321675,56.677,258.5,2.47E-09,4.69E-14
1084,2,45,60,2,33.5,120,0.1,40,218.5,2,60,198.5,'***','***',80.2789417639598,0,80.278641321675,56.677,258.5,2.47E-09,4.69E-14
1085,2,45,60,2,33.5,120,0.1,40,218.5,2,80,178.5,'***','***',80.2789417639598,0,80.278641321675,56.677,258.5,2.47E-09,4.69E-14
1086,2,45,60,2,33.5,120,0.1,40,218.5,3,1,257.5,'***','***',80.2789417639598,94.5419031887579,81.2364770266989,57.5592,258.5,2.47E-09,4.93E-11
1087,2,45,60,2,33.5,120,0.1,40,218.5,3,20,238.5,'***','***',80.2789417639598,93.8306757300146,81.0816719285227,57.5592,258.5,2.47E-09,4.87E-11
1088,2,45,60,2,33.5,120,0.1,40,218.5,3,40,218.5,'***','***',80.2789417639598,14.3438237239103,80.1851475012865,57.5592,258.5,2.47E-09,1.53E-11
1089,2,45,60,2,33.5,120,0.1,40,218.5,3,60,198.5,'***','***',80.2789417639598,0,80.278641321675,57.5592,258.5,2.47E-09,4.69E-14
1090,2,45,60,2,33.5,120,0.1,40,218.5,3,80,178.5,'***','***',80.2789417639598,0,80.278641321675,57.5592,258.5,2.47E-09,4.69E-14
1091,2,45,60,2,33.5,120,0.1,40,218.5,4,1,257.5,'***','***',80.2789417639598,95.3878502673343,82.0542469872135,58.4413,258.5,2.47E-09,7.70E-11
1092,2,45,60,2,33.5,120,0.1,40,218.5,4,20,238.5,'***','***',80.2789417639598,95.8916301694239,82.2957744892937,58.4413,258.5,2.47E-09,7.65E-11
1093,2,45,60,2,33.5,120,0.1,40,218.5,4,40,218.5,'***','***',80.2789417639598,34.6649497199929,80.0627133005819,58.4413,258.5,2.47E-09,3.90E-11
1094,2,45,60,2,33.5,120,0.1,40,218.5,4,60,198.5,'***','***',80.2789417639598,0,80.278641321675,58.4413,258.5,2.47E-09,4.69E-14
1095,2,45,60,2,33.5,120,0.1,40,218.5,4,80,178.5,'***','***',80.2789417639598,0,80.278641321675,58.4413,258.5,2.47E-09,4.69E-14
1096,2,45,60,2,33.5,120,0.1,60,198.5,2,1,257.5,'***','***',81.814412719296,91.8116432082347,82.0130437513537,56.677,258.5,2.47E-09,2.26E-11
1097,2,45,60,2,33.5,120,0.1,60,198.5,2,20,238.5,'***','***',81.814412719296,88.9855785811781,81.9185116345655,56.677,258.5,2.47E-09,2.21E-11
1098,2,45,60,2,33.5,120,0.1,60,198.5,2,40,218.5,'***','***',81.814412719296,86.4744468864476,81.8462378538627,56.677,258.5,2.47E-09,1.27E-11
1099,2,45,60,2,33.5,120,0.1,60,198.5,2,60,198.5,'***','***',81.814412719296,0,81.8141303701517,56.677,258.5,2.47E-09,4.69E-14
1100,2,45,60,2,33.5,120,0.1,60,198.5,2,80,178.5,'***','***',81.814412719296,0,81.8141303701517,56.677,258.5,2.47E-09,4.69E-14
1101,2,45,60,2,33.5,120,0.1,60,198.5,3,1,257.5,'***','***',81.814412719296,95.2866941580287,82.7758589865102,57.5592,258.5,2.47E-09,4.93E-11
1102,2,45,60,2,33.5,120,0.1,60,198.5,3,20,238.5,'***','***',81.814412719296,95.2519868348967,82.7570612702797,57.5592,258.5,2.47E-09,4.87E-11
1103,2,45,60,2,33.5,120,0.1,60,198.5,3,40,218.5,'***','***',81.814412719296,65.150684257693,81.6783382721332,57.5592,258.5,2.47E-09,3.90E-11
1104,2,45,60,2,33.5,120,0.1,60,198.5,3,60,198.5,'***','***',81.814412719296,0,81.8141303701517,57.5592,258.5,2.47E-09,4.69E-14
1105,2,45,60,2,33.5,120,0.1,60,198.5,3,80,178.5,'***','***',81.814412719296,0,81.8141303701517,57.5592,258.5,2.47E-09,4.69E-14
1106,2,45,60,2,33.5,120,0.1,60,198.5,4,1,257.5,'***','***',81.814412719296,96.0659581164002,83.6076801179283,58.4413,258.5,2.47E-09,7.70E-11
1107,2,45,60,2,33.5,120,0.1,60,198.5,4,20,238.5,'***','***',81.814412719296,95.9081343154379,83.5163462261912,58.4413,258.5,2.47E-09,7.65E-11
1108,2,45,60,2,33.5,120,0.1,60,198.5,4,40,218.5,'***','***',81.814412719296,97.5536207572102,84.4369412694447,58.4413,258.5,2.47E-09,6.65E-11
1109,2,45,60,2,33.5,120,0.1,60,198.5,4,60,198.5,'***','***',81.814412719296,89.9590189591132,81.9098726350025,58.4413,258.5,2.47E-09,1.62E-11
1110,2,45,60,2,33.5,120,0.1,60,198.5,4,80,178.5,'***','***',81.814412719296,0,81.8141303701517,58.4413,258.5,2.47E-09,4.69E-14
1111,2,45,60,2,33.5,120,0.1,80,178.5,2,1,257.5,'***','***',85.1818457174898,93.3231128298654,85.3434880346171,56.6771,258.5,2.47E-09,2.26E-11
1112,2,45,60,2,33.5,120,0.1,80,178.5,2,20,238.5,'***','***',85.1818457174898,93.026723567636,85.3278038764885,56.6771,258.5,2.47E-09,2.21E-11
1113,2,45,60,2,33.5,120,0.1,80,178.5,2,40,218.5,'***','***',85.1818457174898,86.3949305752672,85.1885655288545,56.6771,258.5,2.47E-09,1.27E-11
1114,2,45,60,2,33.5,120,0.1,80,178.5,2,60,198.5,'***','***',85.1818457174898,71.1803626963359,85.1678901118361,56.6771,258.5,2.47E-09,4.80E-12
1115,2,45,60,2,33.5,120,0.1,80,178.5,2,80,178.5,'***','***',85.1818457174898,0,85.1816061815059,56.6771,258.5,2.47E-09,4.69E-14
1116,2,45,60,2,33.5,120,0.1,80,178.5,3,1,257.5,'***','***',85.1818457174898,95.2934248676005,85.77851127815,57.5592,258.5,2.47E-09,4.93E-11
1117,2,45,60,2,33.5,120,0.1,80,178.5,3,20,238.5,'***','***',85.1818457174898,95.2212219440898,85.7597258713993,57.5592,258.5,2.47E-09,4.87E-11
1118,2,45,60,2,33.5,120,0.1,80,178.5,3,40,218.5,'***','***',85.1818457174898,96.1440354266346,85.8084977353667,57.5592,258.5,2.47E-09,3.90E-11
1119,2,45,60,2,33.5,120,0.1,80,178.5,3,60,198.5,'***','***',85.1818457174898,86.3045735217433,85.1972267015038,57.5592,258.5,2.47E-09,3.18E-11
1120,2,45,60,2,33.5,120,0.1,80,178.5,3,80,178.5,'***','***',85.1818457174898,0,85.1816061815059,57.5592,258.5,2.47E-09,4.69E-14
1121,2,45,60,2,33.5,120,0.1,80,178.5,4,1,257.5,'***','***',85.1818457174898,96.7428512531509,86.6163869635691,58.4414,258.5,2.47E-09,7.70E-11
1122,2,45,60,2,33.5,120,0.1,80,178.5,4,20,238.5,'***','***',85.1818457174898,96.7600223243593,86.6156212224347,58.4414,258.5,2.47E-09,7.65E-11
1123,2,45,60,2,33.5,120,0.1,80,178.5,4,40,218.5,'***','***',85.1818457174898,97.5373841258866,86.9029411610817,58.4414,258.5,2.47E-09,6.65E-11
1124,2,45,60,2,33.5,120,0.1,80,178.5,4,60,198.5,'***','***',85.1818457174898,97.9569991200354,87.0753029701937,58.4414,258.5,2.47E-09,5.94E-11
